title,degree_type,url_slug,url,row_number,URL,kiscourseid,A_level,A_level_subjects,GCSE,IB,IB_subjects,A_level_additional
Danish and Portuguese,BA,danish-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-portuguese-ba,54,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-portuguese-ba,UBADANAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and Romanian,BA,danish-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-romanian-ba,55,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-romanian-ba,UBADANAROM18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and Russian,BA,danish-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-russian-ba,56,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-russian-ba,UBADANARUS18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and Spanish,BA,danish-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-spanish-ba,57,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-spanish-ba,UBADANASPA18,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Danish and Serbian/Croatian,BA,danish-and-serbian-croatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-serbian-croatian-ba,58,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-serbian-croatian-ba,UBADANASRB18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and Ukrainian,BA,danish-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-ukrainian-ba,59,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-ukrainian-ba,UBADANAUKR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and Yiddish,BA,danish-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-yiddish-ba,60,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-yiddish-ba,UBADANAYID18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include Danish or Yiddish",NA
Dutch and English,BA,dutch-and-english-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-english-ba,61,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-english-ba,UBADUTAENG18,AAA,"English Literature/English Language and Literature grade A required, foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5, to include English/English Literature required at grade 6.",NA
Dutch and Finnish,BA,dutch-and-finnish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-finnish-ba,62,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-finnish-ba,UBADUTAFIN18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and French,BA,dutch-and-french-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-french-ba,63,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-french-ba,UBADUTAFRE18,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",NA
Dutch and German,BA,dutch-and-german-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-german-ba,64,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-german-ba,UBADUTAGER18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language.",NA
Dutch and History of Art,BA,dutch-and-history-art-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-history-art-ba,65,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-history-art-ba,UBADUTAHAR18,ABB,Modern foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, Modern Foreign Language preferred.",NA
Dutch and Hebrew,BA,dutch-and-hebrew-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-hebrew-ba,66,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-hebrew-ba,UBADUTAHEB18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include Dutch or Hebrew.",NA
Dutch and Hungarian,BA,dutch-and-hungarian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-hungarian-ba,67,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-hungarian-ba,UBADUTAHUN18,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Italian,BA,dutch-and-italian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-italian-ba,68,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-italian-ba,UBADUTAITA18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Latin,BA,dutch-and-latin-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-latin-ba,69,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-latin-ba,UBADUTALAT18,ABB,"Latin grade A required, modern foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include Latin grade 6, with no higher level score below 5. Modern Foreign Language preferred.",NA
Dutch and Management Studies,BA,dutch-and-management-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-management-studies-ba,70,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-management-studies-ba,UBADUTAMAN18,AAB,Modern foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5, Modern Foreign Language preferred.",NA
Dutch and Norwegian,BA,dutch-and-norwegian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-norwegian-ba,71,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-norwegian-ba,UBADUTANOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Philosophy,BA,dutch-and-philosophy-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-philosophy-ba,72,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-philosophy-ba,UBADUTAPHI18,AAB,Modern foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5, Modern Foreign Language preferred.",NA
Dutch and Polish,BA,dutch-and-polish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-polish-ba,73,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-polish-ba,UBADUTAPOL18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Portuguese,BA,dutch-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-portuguese-ba,74,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-portuguese-ba,UBADUTAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Romanian,BA,dutch-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-romanian-ba,75,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-romanian-ba,UBADUTAROM18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Russian,BA,dutch-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-russian-ba,76,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-russian-ba,UBADUTARUS18,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Spanish,BA,dutch-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-spanish-ba,77,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-spanish-ba,UBADUTASPA18,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Dutch and Serbian/Croatian,BA,dutch-and-serbian-croatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-serbian-croatian-ba,78,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-serbian-croatian-ba,UBADUTASRB18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Swedish,BA,dutch-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-swedish-ba,79,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-swedish-ba,UBADUTASWE18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Ukrainian,BA,dutch-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-ukrainian-ba,80,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-ukrainian-ba,UBADUTAUKR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Yiddish,BA,dutch-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-yiddish-ba,81,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-yiddish-ba,UBADUTAYID18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include Dutch or Yiddish.",NA
Economics and Business with East European Studies,BA,economics-and-business-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-and-business-east-european-studies-ba,82,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-and-business-east-european-studies-ba,UBAEBSWEEA18,AAA,Mathematics required. Economics and Further Mathematics preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including grade 6 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Economics and Business with East European Studies,BA,economics-and-business-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-and-business-east-european-studies-ba,83,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-and-business-east-european-studies-ba,UBAEBSWEES18,AAA,Mathematics required. Economics and Further Mathematics preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including grade 6 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
"Education, Society and Culture",BA,education-society-and-culture-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/education-society-and-culture-ba,84,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/education-society-and-culture-ba,UBAEDUACUL18,ABB,"A Social Science, Classics, English Literature and/or Language (not English Language acquisition) or Business Studies preferred. ",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
European Social and Political Studies: Dual Degree,BA,european-social-and-political-studies-dual-degree-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/european-social-and-political-studies-dual-degree-ba,85,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/european-social-and-political-studies-dual-degree-ba,UBAESPSDUA18,A*AA,A humanities or social science subject (or Mathematics) preferred. Mathematics at A* required for full Economics specialism if chosen. French or Spanish required at grade A if one of these is to be studied as a major language. Other language requirements may apply depending on the campus chosen - see www.ucl.ac.uk/r992-entry.,English Language at grade B or 6 and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Higher level subjects to include French B or Spanish B at grade 6 if one of these is to be studied as a major language. A humanities or social science subject (or Mathematics) at higher level is normally a requirement. Mathematics at grade 7 at higher level is required for the full Economics specialism, if chosen. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Other language requirements may apply depending on the campus chosen - see www.ucl.ac.uk/r992-entry).",NA
European Social and Political Studies,BA,european-social-and-political-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/european-social-and-political-studies-ba,86,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/european-social-and-political-studies-ba,UBAESPSSTU18,A*AA,A humanities or social science subject (or Mathematics) preferred. Mathematics at A* required for full Economics specialism if chosen. French or Spanish required at grade A if one of these is to be studied as major language.,English Language at grade B or 6 and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Higher level subjects to include French B, or Spanish B at grade 6 if either of these is to be studied as a major language. A humanities or social science subject (or Mathematics) is preferred. Mathematics at grade 7 at higher level is required for the full Economics specialism, if chosen. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.
",NA
Finnish and French,BA,finnish-and-french-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-french-ba,87,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-french-ba,UBAFINAFRE18,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",NA
Finnish and German,BA,finnish-and-german-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-german-ba,88,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-german-ba,UBAFINAGER18,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Finnish and Hebrew,BA,finnish-and-hebrew-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-hebrew-ba,89,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-hebrew-ba,UBAFINAHEB18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include Finnish or Hebrew, with no higher level score below 5",NA
Finnish and Hungarian,BA,finnish-and-hungarian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-hungarian-ba,90,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-hungarian-ba,UBAFINAHUN18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Finnish and Italian,BA,finnish-and-italian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-italian-ba,91,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-italian-ba,UBAFINAITA18,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Finnish and Norwegian,BA,finnish-and-norwegian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-norwegian-ba,92,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-norwegian-ba,UBAFINANOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Finnish and Polish,BA,finnish-and-polish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-polish-ba,93,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-polish-ba,UBAFINAPOL18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Finnish and Portuguese,BA,finnish-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-portuguese-ba,94,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-portuguese-ba,UBAFINAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Finnish and Romanian,BA,finnish-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-romanian-ba,95,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-romanian-ba,UBAFINAROM18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Finnish and Russian,BA,finnish-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-russian-ba,96,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-russian-ba,UBAFINARUS18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Finnish and Spanish,BA,finnish-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-spanish-ba,97,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-spanish-ba,UBAFINASPA18,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5, to include French grade 6.",NA
Finnish and Serbian/Croatian,BA,finnish-and-serbian-croatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-serbian-croatian-ba,98,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-serbian-croatian-ba,UBAFINASRB18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Finnish and Swedish,BA,finnish-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-swedish-ba,99,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-swedish-ba,UBAFINASWE18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Finnish and Ukrainian,BA,finnish-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-ukrainian-ba,100,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-ukrainian-ba,UBAFINAUKR18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Finnish and Yiddish,BA,finnish-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-yiddish-ba,101,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-yiddish-ba,UBAFINAYID18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Finnish or Yiddish with no higher level score below 5,NA
French and English,BA,french-and-english-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-english-ba,102,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-english-ba,UBAFREAENG18,AAA,English Literature/English Language and Literature and French grade A required.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5, to include English Language and Literature/English Literature and French required at grade 6.",NA
French and German,BA,french-and-german-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-german-ba,103,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-german-ba,UBAFREAGER18,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",NA
French and History of Art,BA,french-and-history-art-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-history-art-ba,104,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-history-art-ba,UBAFREAHAR18,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5",NA
French and Hebrew,BA,french-and-hebrew-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-hebrew-ba,105,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-hebrew-ba,UBAFREAHEB18,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",NA
French and Hungarian,BA,french-and-hungarian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-hungarian-ba,106,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-hungarian-ba,UBAFREAHUN18,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",NA
French and Italian,BA,french-and-italian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-italian-ba,107,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-italian-ba,UBAFREAITA18,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",NA
French and Latin,BA,french-and-latin-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-latin-ba,108,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-latin-ba,UBAFREALAT18,AAB,French and Latin required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include French and Latin grade 6, with no higher level score below 5.",NA
French and Norwegian,BA,french-and-norwegian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-norwegian-ba,109,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-norwegian-ba,UBAFREANOR18,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",NA
French and Philosophy,BA,french-and-philosophy-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-philosophy-ba,110,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-philosophy-ba,UBAFREAPHI18,AAA,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5, to include French grade 6.",NA
